0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
23,"Mitsubishi (Nanyang Motor (1998) Co.,Ltd.)",13.784776,100.573489,-40,18477,24366,814,25,0
24,Poseidon Entertainment Complex,13.785378,100.573671,40,27685,31005,383,0,22
25,"Muang Thai Insurance Co.,Ltd.",13.785774,100.574266,40,7535,9286,241,0,23
26,Centric Ratchada-Suthisan,13.789918,100.573567,-40,22346,25630,429,80,0
27,Sutthisan Police Station,13.791643,100.574056,-30,32150,33604,379,52,0
28,Olympia Thai Company Limited,13.800055,100.575025,10,3839,7772,166,0,5
29,Bangkok North Municipal Court,13.811318,100.574536,10,11841,18477,333,0,35
30,The Court of Appeals,13.812652,100.574784,-20,29394,32344,33,76,0
31,Department of Trade,13.81233,100.575661,-20,29106,32424,550,40,0
32,Civil Court (Ratchada),13.81406,100.574777,-10,31219,36400,436,8,0
33,Phahon Yothin Police Station,13.8258,100.569827,10,28507,34483,737,0,15
34,Chevron Thailand Exploration and Production LTD.,13.827067,100.566183,-30,25450,29847,377,75,0
35,Siam Commercial Bank Park (SCB. Park Plaza),13.828175,100.564984,-10,25056,29987,174,29,0
36,Supalai Park Ratchayothin,13.830544,100.561589,10,19784,23389,811,0,69
37,Super ratchayothin Company Limited,13.830145,100.561103,40,1684,5615,573,0,77
38,NakhonChaiAir Bus Station,13.828089,100.552213,-10,20173,24402,164,62,0
39,Central Plaza Ladprao,13.816406,100.560817,30,782,6323,559,0,11
40,Union Mall,13.812724,100.562365,20,16416,19599,542,0,31
41,Thai Airways International Public Company Limited,13.804657,100.561158,-20,38667,40604,889,71,0
42,Thairath Newspaper,13.804779,100.558903,-20,29446,33037,566,73,0
43,Bangkok Airways,13.806217,100.559521,-20,15710,19220,372,74,0
44,Spring News Corporation Limited,13.806963,100.559399,-30,27740,29371,488,61,0
45,"Fuji Xerox (Thailand) Co.,Ltd",13.808399,100.558816,-10,23906,29267,538,53,0
46,TMB Bank Pulic Company Limited,13.808306,100.557804,-20,13331,16694,282,65,0
47,THE LINE Jatujak-Morchit,13.80621,100.556202,40,14773,16702,738,0,19
48,"Bangkok Broadcasting & TV Co.,Ltd",13.803138,100.556413,40,8491,11350,670,0,6
49,Transport Chatuchak,13.798673,100.553211,10,26005,28274,330,0,72
50,Wannasorn,13.758205,100.534962,-10,40690,46632,555,17,0
51,The Ministry of Foreign Affairs,13.762863,100.525626,10,12142,15515,685,0,68
52,The Department of Highways,13.761772,100.524523,30,16434,22249,5,0,27
53,Royal Thai Police,13.744256,100.537408,10,7893,13515,820,0,45
54,Siamkit Building,13.743937,100.534893,30,3890,6090,361,0,60
55,Siam Center,13.746298,100.532809,30,27365,31408,677,0,67
56,King Chulalongkorn Memorial Hospital,13.730903,100.53558,10,27561,32071,800,0,2
57,Chamchuri Square,13.73305,100.529675,-20,38566,44725,764,21,0
58,Ministry of Defence,13.751768,100.494593,40,5796,8769,249,0,10
59,Ministry of Interior,13.75068,100.496686,40,19743,21538,235,0,14
60,Territorial Defence Command,13.747122,100.495222,-30,14933,22090,289,54,0
61,Ministry of Finance,13.781515,100.535717,30,20330,23729,676,0,44
62,Central Jucenile and Family Court,13.79872,100.540997,10,10679,13645,556,0,38
63,Emirates Office,13.743879,100.562742,40,5867,12279,278,0,70
64,"G.M.M. Media Public Co.,Ltd.",13.743534,100.562553,20,10570,17202,357,0,12
65,Ocean Life Insurance,13.742856,100.562025,20,4993,7885,866,0,46
66,Sheraton Grande Sukhumvit,13.737581,100.559036,40,7616,10682,271,0,79
67,JW Marriott Hotel Bangkok,13.741878,100.551934,-30,37921,42779,396,55,0
68,Mitr Phol Sugar Corporation Lid.,13.741389,100.552351,-10,21183,23573,781,51,0
69,The Okura Prestige Bangkok,13.742633,100.547877,-10,27391,31522,568,36,0
70,Queen Sirikit National Convention Center,13.724092,100.55881,-40,20297,24412,889,63,0
71,FYI Center,13.720459,100.559697,20,27791,34912,498,0,41
72,The Thai life Assurance Association,13.723134,100.548262,-10,37631,39389,844,49,0
73,SO Sofitel Bangkok,13.726081,100.543368,20,22897,25845,868,0,42
74,Hewlett-Packard (Thailand) Ltd.,13.727372,100.540598,20,4596,8386,232,0,43
75,Reuters Software (Thailand) Ltd.,13.727269,100.540842,30,18993,20682,741,0,34
76,CP All Public Co.Ltd,13.727432,100.532824,20,18630,21455,207,0,30
77,"The Nielsen Company (Thailand) Co.,LTD",13.726928,100.531413,-40,14037,19286,249,37,0
78,Srilankan Airlines,13.726982,100.52845,-20,35292,39307,825,18,0
79,AIS Tower1,13.783466,100.546388,-40,15317,21011,675,66,0
80,"IBM Solutions Delivery Co.,Ltd.",13.781012,100.545744,40,13751,15448,896,0,26
