0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
22,LDS Sermsrap Building,13.780011,100.573355,40,23921,28543,189,0,27
23,"Mitsubishi (Nanyang Motor (1998) Co.,Ltd.)",13.784776,100.573489,-40,27826,30008,70,18,0
24,Poseidon Entertainment Complex,13.785378,100.573671,30,35694,39223,824,0,8
25,"Muang Thai Insurance Co.,Ltd.",13.785774,100.574266,20,10571,16640,7,0,47
26,Centric Ratchada-Suthisan,13.789918,100.573567,10,13926,19446,352,0,79
27,Sutthisan Police Station,13.791643,100.574056,-40,34249,40287,271,22,0
28,Olympia Thai Company Limited,13.800055,100.575025,-10,40299,42511,420,13,0
29,Bangkok North Municipal Court,13.811318,100.574536,-30,42693,44077,630,59,0
30,The Court of Appeals,13.812652,100.574784,30,3052,6186,222,0,43
31,Department of Trade,13.81233,100.575661,-10,27530,32851,834,36,0
32,Civil Court (Ratchada),13.81406,100.574777,30,17362,20411,674,0,63
33,Phahon Yothin Police Station,13.8258,100.569827,-40,30085,32003,428,16,0
34,Chevron Thailand Exploration and Production LTD.,13.827067,100.566183,-20,35603,37388,447,50,0
35,Siam Commercial Bank Park (SCB. Park Plaza),13.828175,100.564984,-20,32512,33995,327,4,0
36,Supalai Park Ratchayothin,13.830544,100.561589,10,10538,17080,168,0,31
37,Super ratchayothin Company Limited,13.830145,100.561103,-10,22717,27451,149,60,0
38,NakhonChaiAir Bus Station,13.828089,100.552213,30,31505,35561,298,0,69
39,Central Plaza Ladprao,13.816406,100.560817,-20,13244,14782,4,80,0
40,Union Mall,13.812724,100.562365,-20,21595,25411,3,61,0
41,Thai Airways International Public Company Limited,13.804657,100.561158,20,4689,8307,900,0,58
42,Thairath Newspaper,13.804779,100.558903,20,19340,23585,366,0,45
43,Bangkok Airways,13.806217,100.559521,-30,11074,13127,658,30,0
44,Spring News Corporation Limited,13.806963,100.559399,-20,21680,24283,431,21,0
45,"Fuji Xerox (Thailand) Co.,Ltd",13.808399,100.558816,-20,33230,37118,871,42,0
46,TMB Bank Pulic Company Limited,13.808306,100.557804,10,23248,27194,856,0,75
47,THE LINE Jatujak-Morchit,13.80621,100.556202,-20,21616,24098,546,25,0
48,"Bangkok Broadcasting & TV Co.,Ltd",13.803138,100.556413,40,32618,38450,801,0,56
49,Transport Chatuchak,13.798673,100.553211,40,30455,35739,871,0,73
50,Wannasorn,13.758205,100.534962,20,19424,26599,848,0,34
51,The Ministry of Foreign Affairs,13.762863,100.525626,-10,32857,38696,656,53,0
52,The Department of Highways,13.761772,100.524523,-20,32297,33558,51,77,0
53,Royal Thai Police,13.744256,100.537408,10,24031,26510,870,0,51
54,Siamkit Building,13.743937,100.534893,10,16514,21245,62,0,15
55,Siam Center,13.746298,100.532809,20,25720,32203,475,0,76
56,King Chulalongkorn Memorial Hospital,13.730903,100.53558,-40,42075,47176,352,48,0
57,Chamchuri Square,13.73305,100.529675,-30,35767,42605,346,6,0
58,Ministry of Defence,13.751768,100.494593,-20,12050,17103,339,41,0
59,Ministry of Interior,13.75068,100.496686,30,33987,35525,99,0,29
60,Territorial Defence Command,13.747122,100.495222,10,10453,12618,264,0,37
61,Ministry of Finance,13.781515,100.535717,20,13017,17057,633,0,40
62,Central Jucenile and Family Court,13.79872,100.540997,-20,44556,48585,229,14,0
63,Emirates Office,13.743879,100.562742,-30,30626,34894,232,32,0
64,"G.M.M. Media Public Co.,Ltd.",13.743534,100.562553,20,7642,14606,356,0,78
65,Ocean Life Insurance,13.742856,100.562025,-10,35279,40255,634,72,0
66,Sheraton Grande Sukhumvit,13.737581,100.559036,10,26545,27901,573,0,68
67,JW Marriott Hotel Bangkok,13.741878,100.551934,-40,15851,20532,844,10,0
68,Mitr Phol Sugar Corporation Lid.,13.741389,100.552351,-10,34830,40463,292,66,0
69,The Okura Prestige Bangkok,13.742633,100.547877,-30,39709,43154,35,38,0
70,Queen Sirikit National Convention Center,13.724092,100.55881,20,6420,12913,212,0,71
71,FYI Center,13.720459,100.559697,-20,19839,22679,682,70,0
72,The Thai life Assurance Association,13.723134,100.548262,10,21320,25410,293,0,65
73,SO Sofitel Bangkok,13.726081,100.543368,-40,41410,42673,723,49,0
74,Hewlett-Packard (Thailand) Ltd.,13.727372,100.540598,-20,37607,40779,569,2,0
75,Reuters Software (Thailand) Ltd.,13.727269,100.540842,-10,35425,42450,871,46,0
76,CP All Public Co.Ltd,13.727432,100.532824,-20,40882,43444,58,55,0
77,"The Nielsen Company (Thailand) Co.,LTD",13.726928,100.531413,20,19450,23955,135,0,52
78,Srilankan Airlines,13.726982,100.52845,-20,25033,31815,509,64,0
79,AIS Tower1,13.783466,100.546388,-10,24064,25865,501,26,0
80,"IBM Solutions Delivery Co.,Ltd.",13.781012,100.545744,20,4382,9117,652,0,39
