0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
27,Sutthisan Police Station,13.791643,100.574056,-20,20256,21647,341,31,0
28,Olympia Thai Company Limited,13.800055,100.575025,-30,20113,25032,624,72,0
29,Bangkok North Municipal Court,13.811318,100.574536,30,28051,29686,722,0,32
30,The Court of Appeals,13.812652,100.574784,-20,37498,39531,155,47,0
31,Department of Trade,13.81233,100.575661,20,13547,15648,199,0,27
32,Civil Court (Ratchada),13.81406,100.574777,-30,35403,41399,726,29,0
33,Phahon Yothin Police Station,13.8258,100.569827,-20,26772,30898,720,64,0
34,Chevron Thailand Exploration and Production LTD.,13.827067,100.566183,40,25066,30587,473,0,52
35,Siam Commercial Bank Park (SCB. Park Plaza),13.828175,100.564984,-30,43123,45064,436,36,0
36,Supalai Park Ratchayothin,13.830544,100.561589,30,26498,33536,810,0,35
37,Super ratchayothin Company Limited,13.830145,100.561103,-30,20012,25772,65,55,0
38,NakhonChaiAir Bus Station,13.828089,100.552213,10,14143,17041,268,0,26
39,Central Plaza Ladprao,13.816406,100.560817,-20,20743,26452,869,23,0
40,Union Mall,13.812724,100.562365,20,10994,17578,681,0,61
41,Thai Airways International Public Company Limited,13.804657,100.561158,-40,33019,39790,483,77,0
42,Thairath Newspaper,13.804779,100.558903,40,4342,8335,744,0,62
43,Bangkok Airways,13.806217,100.559521,-30,15557,21462,769,44,0
44,Spring News Corporation Limited,13.806963,100.559399,30,1631,8616,593,0,43
45,"Fuji Xerox (Thailand) Co.,Ltd",13.808399,100.558816,-30,18196,20249,497,25,0
46,TMB Bank Pulic Company Limited,13.808306,100.557804,40,30085,34558,178,0,1
47,THE LINE Jatujak-Morchit,13.80621,100.556202,20,29831,33894,164,0,30
48,"Bangkok Broadcasting & TV Co.,Ltd",13.803138,100.556413,30,20921,27862,151,0,11
49,Transport Chatuchak,13.798673,100.553211,-40,25364,28449,252,67,0
50,Wannasorn,13.758205,100.534962,20,13072,17966,793,0,16
51,The Ministry of Foreign Affairs,13.762863,100.525626,-30,40699,42387,210,9,0
52,The Department of Highways,13.761772,100.524523,-40,37473,44616,359,34,0
53,Royal Thai Police,13.744256,100.537408,-30,24644,28580,788,79,0
54,Siamkit Building,13.743937,100.534893,-30,13454,15128,253,21,0
55,Siam Center,13.746298,100.532809,30,13450,15202,881,0,37
56,King Chulalongkorn Memorial Hospital,13.730903,100.53558,-10,20119,24617,900,12,0
57,Chamchuri Square,13.73305,100.529675,-20,26452,33113,29,18,0
58,Ministry of Defence,13.751768,100.494593,30,26202,29979,281,0,68
59,Ministry of Interior,13.75068,100.496686,20,14124,17319,376,0,10
60,Territorial Defence Command,13.747122,100.495222,-20,38366,39952,679,15,0
61,Ministry of Finance,13.781515,100.535717,-20,21490,24505,379,40,0
62,Central Jucenile and Family Court,13.79872,100.540997,-40,13937,20063,221,42,0
63,Emirates Office,13.743879,100.562742,-20,37986,42983,679,69,0
64,"G.M.M. Media Public Co.,Ltd.",13.743534,100.562553,20,19434,21159,179,0,33
65,Ocean Life Insurance,13.742856,100.562025,-40,7133,11957,105,80,0
66,Sheraton Grande Sukhumvit,13.737581,100.559036,40,14439,18746,661,0,22
67,JW Marriott Hotel Bangkok,13.741878,100.551934,40,14994,16889,852,0,49
68,Mitr Phol Sugar Corporation Lid.,13.741389,100.552351,-30,34217,40155,345,58,0
69,The Okura Prestige Bangkok,13.742633,100.547877,20,25476,32392,573,0,63
70,Queen Sirikit National Convention Center,13.724092,100.55881,-30,33499,37065,50,4,0
71,FYI Center,13.720459,100.559697,10,14291,17177,500,0,7
72,The Thai life Assurance Association,13.723134,100.548262,30,7538,11797,829,0,28
73,SO Sofitel Bangkok,13.726081,100.543368,-10,19912,26481,456,13,0
74,Hewlett-Packard (Thailand) Ltd.,13.727372,100.540598,-10,18314,24080,642,78,0
75,Reuters Software (Thailand) Ltd.,13.727269,100.540842,20,9158,13974,141,0,8
76,CP All Public Co.Ltd,13.727432,100.532824,-10,29145,35304,274,14,0
77,"The Nielsen Company (Thailand) Co.,LTD",13.726928,100.531413,40,20348,27314,396,0,41
78,Srilankan Airlines,13.726982,100.52845,10,6501,8776,756,0,74
79,AIS Tower1,13.783466,100.546388,30,14194,19577,613,0,53
80,"IBM Solutions Delivery Co.,Ltd.",13.781012,100.545744,40,774,3274,239,0,65
