0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
36,Supalai Park Ratchayothin,13.830544,100.561589,-40,12940,17803,691,22,0
37,Super ratchayothin Company Limited,13.830145,100.561103,-30,37685,40977,836,40,0
38,NakhonChaiAir Bus Station,13.828089,100.552213,10,17294,24353,585,0,68
39,Central Plaza Ladprao,13.816406,100.560817,-20,22954,29332,480,45,0
40,Union Mall,13.812724,100.562365,30,24885,30689,658,0,37
41,Thai Airways International Public Company Limited,13.804657,100.561158,-30,9985,15849,758,33,0
42,Thairath Newspaper,13.804779,100.558903,40,2386,9228,271,0,23
43,Bangkok Airways,13.806217,100.559521,-20,25147,30914,563,18,0
44,Spring News Corporation Limited,13.806963,100.559399,-20,23068,26750,600,35,0
45,"Fuji Xerox (Thailand) Co.,Ltd",13.808399,100.558816,20,16095,18953,441,0,39
46,TMB Bank Pulic Company Limited,13.808306,100.557804,10,16615,18090,356,0,69
47,THE LINE Jatujak-Morchit,13.80621,100.556202,-10,29245,35016,775,5,0
48,"Bangkok Broadcasting & TV Co.,Ltd",13.803138,100.556413,30,22104,28118,866,0,80
49,Transport Chatuchak,13.798673,100.553211,-30,15493,17580,78,52,0
50,Wannasorn,13.758205,100.534962,-30,34501,39225,93,75,0
51,The Ministry of Foreign Affairs,13.762863,100.525626,30,15694,18925,774,0,13
52,The Department of Highways,13.761772,100.524523,30,3230,5824,580,0,49
53,Royal Thai Police,13.744256,100.537408,-20,16499,18589,653,66,0
54,Siamkit Building,13.743937,100.534893,20,9050,10932,146,0,20
55,Siam Center,13.746298,100.532809,10,28188,29982,128,0,61
56,King Chulalongkorn Memorial Hospital,13.730903,100.53558,20,8885,12235,447,0,57
57,Chamchuri Square,13.73305,100.529675,-20,21397,24651,520,56,0
58,Ministry of Defence,13.751768,100.494593,-40,24244,31171,762,15,0
59,Ministry of Interior,13.75068,100.496686,-20,23344,28026,110,74,0
60,Territorial Defence Command,13.747122,100.495222,20,10262,14734,600,0,77
61,Ministry of Finance,13.781515,100.535717,-10,38698,44923,725,55,0
62,Central Jucenile and Family Court,13.79872,100.540997,-30,35255,40002,689,67,0
63,Emirates Office,13.743879,100.562742,-40,39445,40993,95,30,0
64,"G.M.M. Media Public Co.,Ltd.",13.743534,100.562553,10,14148,17572,796,0,28
65,Ocean Life Insurance,13.742856,100.562025,-20,31793,33482,864,31,0
66,Sheraton Grande Sukhumvit,13.737581,100.559036,20,4450,8015,347,0,53
67,JW Marriott Hotel Bangkok,13.741878,100.551934,30,26667,29732,125,0,62
68,Mitr Phol Sugar Corporation Lid.,13.741389,100.552351,-10,32301,38103,458,38,0
69,The Okura Prestige Bangkok,13.742633,100.547877,-10,25773,27242,846,46,0
70,Queen Sirikit National Convention Center,13.724092,100.55881,30,16366,18745,709,0,2
71,FYI Center,13.720459,100.559697,-10,14281,19247,658,78,0
72,The Thai life Assurance Association,13.723134,100.548262,-30,23639,30551,364,14,0
73,SO Sofitel Bangkok,13.726081,100.543368,-10,21136,27576,668,32,0
74,Hewlett-Packard (Thailand) Ltd.,13.727372,100.540598,20,9632,16747,284,0,59
75,Reuters Software (Thailand) Ltd.,13.727269,100.540842,30,27186,29472,796,0,50
76,CP All Public Co.Ltd,13.727432,100.532824,-40,23841,26002,356,17,0
77,"The Nielsen Company (Thailand) Co.,LTD",13.726928,100.531413,-20,22294,26484,231,60,0
78,Srilankan Airlines,13.726982,100.52845,10,3415,6408,370,0,71
79,AIS Tower1,13.783466,100.546388,30,23249,27692,25,0,12
80,"IBM Solutions Delivery Co.,Ltd.",13.781012,100.545744,-30,36605,41850,887,48,0
