0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
28,Olympia Thai Company Limited,13.800055,100.575025,40,29915,36992,25,42,0
29,Bangkok North Municipal Court,13.811318,100.574536,20,4679,11565,211,61,0
30,The Court of Appeals,13.812652,100.574784,-20,14232,15570,79,53,0
31,Department of Trade,13.81233,100.575661,-10,24713,27055,397,0,72
32,Civil Court (Ratchada),13.81406,100.574777,-40,33104,35868,542,0,77
33,Phahon Yothin Police Station,13.8258,100.569827,40,16323,20074,564,0,52
34,Chevron Thailand Exploration and Production LTD.,13.827067,100.566183,-20,45769,47693,282,0,22
35,Siam Commercial Bank Park (SCB. Park Plaza),13.828175,100.564984,40,7156,10289,335,67,0
36,Supalai Park Ratchayothin,13.830544,100.561589,10,9143,10561,180,63,0
37,Super ratchayothin Company Limited,13.830145,100.561103,30,6257,10610,840,2,0
38,NakhonChaiAir Bus Station,13.828089,100.552213,-10,35433,41732,346,0,40
39,Central Plaza Ladprao,13.816406,100.560817,40,20986,22861,458,58,0
40,Union Mall,13.812724,100.562365,10,4224,6457,822,38,0
41,Thai Airways International Public Company Limited,13.804657,100.561158,-10,30319,34539,189,8,0
42,Thairath Newspaper,13.804779,100.558903,-20,26563,29150,616,0,28
43,Bangkok Airways,13.806217,100.559521,-20,12149,14341,866,59,0
44,Spring News Corporation Limited,13.806963,100.559399,-10,41806,45214,702,76,0
45,"Fuji Xerox (Thailand) Co.,Ltd",13.808399,100.558816,-30,34732,39337,459,24,0
46,TMB Bank Pulic Company Limited,13.808306,100.557804,-30,45555,46904,574,48,0
47,THE LINE Jatujak-Morchit,13.80621,100.556202,40,3430,4657,333,73,0
48,"Bangkok Broadcasting & TV Co.,Ltd",13.803138,100.556413,10,29731,31835,710,0,46
49,Transport Chatuchak,13.798673,100.553211,30,13555,15322,572,0,23
50,Wannasorn,13.758205,100.534962,20,18729,22780,467,56,0
51,The Ministry of Foreign Affairs,13.762863,100.525626,40,30249,37160,862,18,0
52,The Department of Highways,13.761772,100.524523,40,23287,30137,536,33,0
53,Royal Thai Police,13.744256,100.537408,30,17689,24108,846,0,30
54,Siamkit Building,13.743937,100.534893,-20,23069,25520,858,0,79
55,Siam Center,13.746298,100.532809,20,1874,5367,798,0,19
56,King Chulalongkorn Memorial Hospital,13.730903,100.53558,-20,26834,31811,192,0,50
57,Chamchuri Square,13.73305,100.529675,-10,40872,46820,27,0,21
58,Ministry of Defence,13.751768,100.494593,20,20668,22747,809,0,39
59,Ministry of Interior,13.75068,100.496686,20,4642,10749,424,0,43
60,Territorial Defence Command,13.747122,100.495222,30,13786,15438,844,69,0
61,Ministry of Finance,13.781515,100.535717,10,32627,35856,423,0,29
62,Central Jucenile and Family Court,13.79872,100.540997,10,18748,25833,560,0,64
63,Emirates Office,13.743879,100.562742,30,31250,33734,776,0,36
64,"G.M.M. Media Public Co.,Ltd.",13.743534,100.562553,30,4099,7875,416,62,0
65,Ocean Life Insurance,13.742856,100.562025,30,30876,36346,702,0,71
66,Sheraton Grande Sukhumvit,13.737581,100.559036,20,10055,15697,685,0,9
67,JW Marriott Hotel Bangkok,13.741878,100.551934,-20,9090,13710,126,0,35
68,Mitr Phol Sugar Corporation Lid.,13.741389,100.552351,40,2804,5243,17,20,0
69,The Okura Prestige Bangkok,13.742633,100.547877,-30,21094,27101,225,0,60
70,Queen Sirikit National Convention Center,13.724092,100.55881,20,22517,27321,689,11,0
71,FYI Center,13.720459,100.559697,10,19085,21696,706,65,0
72,The Thai life Assurance Association,13.723134,100.548262,10,15107,20344,315,31,0
73,SO Sofitel Bangkok,13.726081,100.543368,20,15583,19481,358,0,47
74,Hewlett-Packard (Thailand) Ltd.,13.727372,100.540598,20,2021,5841,313,0,27
75,Reuters Software (Thailand) Ltd.,13.727269,100.540842,20,31654,36199,216,17,0
76,CP All Public Co.Ltd,13.727432,100.532824,20,3554,8539,581,0,44
77,"The Nielsen Company (Thailand) Co.,LTD",13.726928,100.531413,40,18334,22513,639,32,0
78,Srilankan Airlines,13.726982,100.52845,40,22759,27622,666,25,0
79,AIS Tower1,13.783466,100.546388,20,8158,13644,799,54,0
80,"IBM Solutions Delivery Co.,Ltd.",13.781012,100.545744,10,3891,9625,833,0,12
