0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
64,"G.M.M. Media Public Co.,Ltd.",13.743534,100.562553,40,18294,22688,248,59,0
65,Ocean Life Insurance,13.742856,100.562025,20,12528,16169,572,0,44
66,Sheraton Grande Sukhumvit,13.737581,100.559036,20,20091,26288,541,61,0
67,JW Marriott Hotel Bangkok,13.741878,100.551934,-20,34367,39048,181,0,17
68,Mitr Phol Sugar Corporation Lid.,13.741389,100.552351,20,7430,11550,225,79,0
69,The Okura Prestige Bangkok,13.742633,100.547877,-40,8063,15210,632,0,56
70,Queen Sirikit National Convention Center,13.724092,100.55881,-10,22562,26619,91,0,62
71,FYI Center,13.720459,100.559697,10,9358,16525,240,0,39
72,The Thai life Assurance Association,13.723134,100.548262,-30,39711,42840,637,0,49
73,SO Sofitel Bangkok,13.726081,100.543368,40,10119,13119,466,74,0
74,Hewlett-Packard (Thailand) Ltd.,13.727372,100.540598,10,28914,31699,414,0,73
75,Reuters Software (Thailand) Ltd.,13.727269,100.540842,40,19299,24968,700,57,0
76,CP All Public Co.Ltd,13.727432,100.532824,20,12875,15104,336,53,0
77,"The Nielsen Company (Thailand) Co.,LTD",13.726928,100.531413,10,17975,23927,653,12,0
78,Srilankan Airlines,13.726982,100.52845,-20,23684,28116,414,0,28
79,AIS Tower1,13.783466,100.546388,-20,20852,22679,523,0,68
80,"IBM Solutions Delivery Co.,Ltd.",13.781012,100.545744,20,24281,26872,483,27,0
