0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
35,Siam Commercial Bank Park (SCB. Park Plaza),13.828175,100.564984,-10,35045,40067,428,0,42
36,Supalai Park Ratchayothin,13.830544,100.561589,-40,42990,44864,791,0,50
37,Super ratchayothin Company Limited,13.830145,100.561103,10,28056,30404,246,0,59
38,NakhonChaiAir Bus Station,13.828089,100.552213,-40,23948,30859,446,46,0
39,Central Plaza Ladprao,13.816406,100.560817,10,30983,35915,676,25,0
40,Union Mall,13.812724,100.562365,30,15481,17985,318,0,27
41,Thai Airways International Public Company Limited,13.804657,100.561158,-30,10115,12402,210,21,0
42,Thairath Newspaper,13.804779,100.558903,-30,31356,33741,224,35,0
43,Bangkok Airways,13.806217,100.559521,-30,33031,35795,518,0,74
44,Spring News Corporation Limited,13.806963,100.559399,-40,40518,46836,460,0,45
45,"Fuji Xerox (Thailand) Co.,Ltd",13.808399,100.558816,-40,35771,41060,212,44,0
46,TMB Bank Pulic Company Limited,13.808306,100.557804,-20,31228,38107,82,0,38
47,THE LINE Jatujak-Morchit,13.80621,100.556202,10,9515,15554,540,0,2
48,"Bangkok Broadcasting & TV Co.,Ltd",13.803138,100.556413,30,13571,20073,502,49,0
49,Transport Chatuchak,13.798673,100.553211,20,14918,16576,53,0,48
50,Wannasorn,13.758205,100.534962,40,27569,33019,155,36,0
51,The Ministry of Foreign Affairs,13.762863,100.525626,10,19957,21459,477,19,0
52,The Department of Highways,13.761772,100.524523,-20,36678,37895,488,0,78
53,Royal Thai Police,13.744256,100.537408,40,26995,29174,790,0,24
54,Siamkit Building,13.743937,100.534893,10,22958,25014,667,16,0
55,Siam Center,13.746298,100.532809,30,195,7203,475,29,0
56,King Chulalongkorn Memorial Hospital,13.730903,100.53558,20,26482,27823,288,0,5
57,Chamchuri Square,13.73305,100.529675,10,19354,25713,557,75,0
58,Ministry of Defence,13.751768,100.494593,20,35293,37866,820,0,22
59,Ministry of Interior,13.75068,100.496686,20,16903,18246,138,37,0
60,Territorial Defence Command,13.747122,100.495222,10,14268,16866,708,1,0
61,Ministry of Finance,13.781515,100.535717,40,30531,35356,884,15,0
62,Central Jucenile and Family Court,13.79872,100.540997,40,10072,15542,579,0,34
63,Emirates Office,13.743879,100.562742,20,11026,14680,815,3,0
64,"G.M.M. Media Public Co.,Ltd.",13.743534,100.562553,40,11516,18291,840,76,0
65,Ocean Life Insurance,13.742856,100.562025,-10,32450,39340,416,0,69
66,Sheraton Grande Sukhumvit,13.737581,100.559036,-10,17098,22710,567,0,77
67,JW Marriott Hotel Bangkok,13.741878,100.551934,-30,17921,24737,651,0,33
68,Mitr Phol Sugar Corporation Lid.,13.741389,100.552351,40,7073,8496,702,32,0
69,The Okura Prestige Bangkok,13.742633,100.547877,10,21110,27540,177,65,0
70,Queen Sirikit National Convention Center,13.724092,100.55881,30,21930,27895,175,13,0
71,FYI Center,13.720459,100.559697,30,1537,6408,66,4,0
72,The Thai life Assurance Association,13.723134,100.548262,-20,25670,30027,404,0,20
73,SO Sofitel Bangkok,13.726081,100.543368,30,20173,26671,109,0,14
74,Hewlett-Packard (Thailand) Ltd.,13.727372,100.540598,-30,35557,37854,68,0,7
75,Reuters Software (Thailand) Ltd.,13.727269,100.540842,-10,36311,38737,649,0,57
76,CP All Public Co.Ltd,13.727432,100.532824,20,29945,36188,584,0,64
77,"The Nielsen Company (Thailand) Co.,LTD",13.726928,100.531413,10,2869,6932,794,66,0
78,Srilankan Airlines,13.726982,100.52845,20,25523,27983,889,52,0
79,AIS Tower1,13.783466,100.546388,-20,42096,43755,812,0,12
80,"IBM Solutions Delivery Co.,Ltd.",13.781012,100.545744,40,15836,21115,517,0,10
