0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
71,FYI Center,13.720459,100.559697,20,12457,17165,398,16,0
72,The Thai life Assurance Association,13.723134,100.548262,-10,13436,16138,749,0,61
73,SO Sofitel Bangkok,13.726081,100.543368,30,33535,35820,281,2,0
74,Hewlett-Packard (Thailand) Ltd.,13.727372,100.540598,20,2296,4657,883,0,18
75,Reuters Software (Thailand) Ltd.,13.727269,100.540842,30,11818,13700,345,17,0
76,CP All Public Co.Ltd,13.727432,100.532824,10,5109,10767,689,0,39
77,"The Nielsen Company (Thailand) Co.,LTD",13.726928,100.531413,-30,16821,19796,283,0,37
78,Srilankan Airlines,13.726982,100.52845,-30,19055,21145,743,0,29
79,AIS Tower1,13.783466,100.546388,40,26736,27947,47,48,0
80,"IBM Solutions Delivery Co.,Ltd.",13.781012,100.545744,40,35351,41829,728,62,0
