0,place,lat,long,DEMAND,EARLIEST PICKUP/DELIVERY TIME,LATEST PICKUP/DELIVERY TIME,SERVICE TIME,PICKUP(index to sibling),DELIVERY(index to sibling)
24,Poseidon Entertainment Complex,13.785378,100.573671,30,6290,8449,285,58,0
25,"Muang Thai Insurance Co.,Ltd.",13.785774,100.574266,10,5497,10954,766,0,4
26,Centric Ratchada-Suthisan,13.789918,100.573567,-10,15359,19812,626,0,73
27,Sutthisan Police Station,13.791643,100.574056,-40,31254,38040,459,0,53
28,Olympia Thai Company Limited,13.800055,100.575025,20,16537,19181,85,0,19
29,Bangkok North Municipal Court,13.811318,100.574536,30,29705,33050,614,74,0
30,The Court of Appeals,13.812652,100.574784,-30,40333,41628,792,13,0
31,Department of Trade,13.81233,100.575661,-20,33151,38355,600,0,49
32,Civil Court (Ratchada),13.81406,100.574777,-20,18375,20433,271,0,1
33,Phahon Yothin Police Station,13.8258,100.569827,10,7996,10925,29,20,0
34,Chevron Thailand Exploration and Production LTD.,13.827067,100.566183,-10,40407,43993,40,72,0
35,Siam Commercial Bank Park (SCB. Park Plaza),13.828175,100.564984,-30,39676,45449,27,0,15
36,Supalai Park Ratchayothin,13.830544,100.561589,40,8040,13715,657,0,67
37,Super ratchayothin Company Limited,13.830145,100.561103,30,114,3207,486,0,3
38,NakhonChaiAir Bus Station,13.828089,100.552213,-30,13440,17981,46,61,0
39,Central Plaza Ladprao,13.816406,100.560817,40,33527,36782,701,43,0
40,Union Mall,13.812724,100.562365,20,22675,28067,96,54,0
41,Thai Airways International Public Company Limited,13.804657,100.561158,-30,20244,26736,143,71,0
42,Thairath Newspaper,13.804779,100.558903,-30,27087,28526,27,14,0
43,Bangkok Airways,13.806217,100.559521,-10,16421,18887,192,0,39
44,Spring News Corporation Limited,13.806963,100.559399,-40,21853,28902,712,0,8
45,"Fuji Xerox (Thailand) Co.,Ltd",13.808399,100.558816,-30,35972,41526,274,0,48
46,TMB Bank Pulic Company Limited,13.808306,100.557804,-10,39052,44571,842,0,76
47,THE LINE Jatujak-Morchit,13.80621,100.556202,20,32436,36726,536,22,0
48,"Bangkok Broadcasting & TV Co.,Ltd",13.803138,100.556413,40,13937,18710,420,45,0
49,Transport Chatuchak,13.798673,100.553211,30,20520,27632,351,31,0
50,Wannasorn,13.758205,100.534962,30,776,6077,652,70,0
51,The Ministry of Foreign Affairs,13.762863,100.525626,10,27880,34613,260,9,0
52,The Department of Highways,13.761772,100.524523,-10,32574,35960,280,0,69
53,Royal Thai Police,13.744256,100.537408,30,29960,31161,876,27,0
54,Siamkit Building,13.743937,100.534893,40,23776,26520,177,0,40
55,Siam Center,13.746298,100.532809,-30,17556,19196,444,0,16
56,King Chulalongkorn Memorial Hospital,13.730903,100.53558,40,2016,6903,318,79,0
57,Chamchuri Square,13.73305,100.529675,-30,37016,39187,726,0,7
58,Ministry of Defence,13.751768,100.494593,10,13395,17103,627,0,24
59,Ministry of Interior,13.75068,100.496686,30,4227,9813,143,11,0
60,Territorial Defence Command,13.747122,100.495222,20,2200,5639,196,6,0
61,Ministry of Finance,13.781515,100.535717,40,9947,12267,234,0,38
62,Central Jucenile and Family Court,13.79872,100.540997,30,4706,7437,664,0,75
63,Emirates Office,13.743879,100.562742,20,14257,19647,789,0,12
64,"G.M.M. Media Public Co.,Ltd.",13.743534,100.562553,30,3380,7047,144,0,5
65,Ocean Life Insurance,13.742856,100.562025,10,26268,29604,555,0,17
66,Sheraton Grande Sukhumvit,13.737581,100.559036,40,21342,24523,608,10,0
67,JW Marriott Hotel Bangkok,13.741878,100.551934,-20,37941,40739,849,0,55
68,Mitr Phol Sugar Corporation Lid.,13.741389,100.552351,-10,45217,46903,827,0,80
69,The Okura Prestige Bangkok,13.742633,100.547877,10,21149,27344,474,52,0
70,Queen Sirikit National Convention Center,13.724092,100.55881,-20,27298,30375,486,0,50
71,FYI Center,13.720459,100.559697,30,10577,11804,683,0,41
72,The Thai life Assurance Association,13.723134,100.548262,-30,34340,38499,295,0,34
73,SO Sofitel Bangkok,13.726081,100.543368,30,14288,20125,411,26,0
74,Hewlett-Packard (Thailand) Ltd.,13.727372,100.540598,10,8046,10676,20,0,29
75,Reuters Software (Thailand) Ltd.,13.727269,100.540842,10,27023,31893,756,62,0
76,CP All Public Co.Ltd,13.727432,100.532824,30,32399,36019,858,46,0
77,"The Nielsen Company (Thailand) Co.,LTD",13.726928,100.531413,10,26992,32066,245,78,0
78,Srilankan Airlines,13.726982,100.52845,-10,41413,43017,108,0,77
79,AIS Tower1,13.783466,100.546388,-40,32516,35266,824,0,56
80,"IBM Solutions Delivery Co.,Ltd.",13.781012,100.545744,10,3983,10091,654,68,0
